Appointment_ID,Orders,MDL_No (from Orders),Order No.,Last Name,First Name,First_Last_Calculated,Firm,Attorney,Canonical_Name (from Attorney),Appoint,Remove,Interim,Appointment Types,Appointee Type,Plaintiff/Defendant
2522-589-3517,2522-589,2522,2522-589,,, ,Hausfeld LLP,,,checked,,,ClassCounsel,Firm,Plaintiff
2522-589-3518,2522-589,2522,2522-589,,, ,"Beasley, Allen, Crow, Methvin, Portis Miles, P.C.",,,checked,,,ClassCounsel,Firm,Plaintiff
2797-35-3519,2797-35,2797,2797-35,,, ,Robins Kaplan LLC,,,checked,,,LeadCounsel,Firm,Plaintiff
2797-35-3520,2797-35,2797,2797-35,,, ,Baron & Budd PC,,,checked,,,LeadCounsel,Firm,Plaintiff
2797-35-3521,2797-35,2797,2797-35,Casey,David,David Casey,"Gerry, Schenk, Francavilla, Blatt & Penfield LLP",714-David S. Casey Jr.,David S. Casey Jr.,checked,,,Communications,Individual,Plaintiff
2797-35-3522,2797-35,2797,2797-35,,, ,Weitz & Luxenberg PC,,,checked,,,Management,Firm,Plaintiff
2797-35-3523,2797-35,2797,2797-35,,, ,"Gibbs Law Group
",,,checked,,,Management,Firm,Plaintiff
2797-35-3524,2797-35,2797,2797-35,,, ,Levin Sedran & Berman,,,checked,,,Management,Firm,Plaintiff
2522-758-3525,2522-758,2522,2522-758,,, ,Chesnut Cambronne PA,,,checked,,,Settlement,Firm,Plaintiff
2522-758-3526,2522-758,2522,2522-758,,, ,"Zimmerman Reed, LLP",,,checked,,,Settlement,Firm,Plaintiff
2522-758-3527,2522-758,2522,2522-758,Cambronne,"Karl
","Karl
 Cambronne",Chesnut Cambronne PA,1067-Karl L. Cambronne,Karl L. Cambronne,checked,,,Settlement,Individual,Plaintiff
2522-758-3528,2522-758,2522,2522-758,Bores,Jeffrey,Jeffrey Bores,Chesnut Cambronne PA,1127-Jeffrey D. Bores,Jeffrey D. Bores,checked,,,Settlement,Individual,Plaintiff
2522-758-3529,2522-758,2522,2522-758,Bleichner,Bryan,Bryan Bleichner,Chesnut Cambronne PA,1034-Bryan L. Bleichner,Bryan L. Bleichner,checked,,,Settlement,Individual,Plaintiff
2522-758-3530,2522-758,2522,2522-758,Zimmerman,Charles,Charles Zimmerman,"Zimmerman Reed, LLP",1-Charles S. Zimmerman,Charles S. Zimmerman,checked,,,Settlement,Individual,Plaintiff
2522-758-3531,2522-758,2522,2522-758,Rudd,J.,J. Rudd,"Zimmerman Reed, LLP",55-J. Gordon Rudd,J. Gordon Rudd,checked,,,Settlement,Individual,Plaintiff
2522-758-3532,2522-758,2522,2522-758,Gudmundson,Brian,Brian Gudmundson,"Zimmerman Reed, LLP",1001-Brian C. Gudmundson,Brian C. Gudmundson,checked,,,Settlement,Individual,Plaintiff
2522-758-3533,2522-758,2522,2522-758,Cialkowski,David,David Cialkowski,"Zimmerman Reed, LLP",1128-David M. Cialkowski,David M. Cialkowski,checked,,,Settlement,Individual,Plaintiff
2795-25-3534,2795-25,2795,2795-25,,, ,Zimmerman Reed LLP,,,checked,,checked,"LeadCounsel,Communications",Firm,Plaintiff
2795-25-3535,2795-25,2795,2795-25,,, ,"Geragos & Geragos, APC",,,checked,,checked,LeadCounsel,Firm,Plaintiff
2795-25-3536,2795-25,2795,2795-25,,, ,O’Mara Law Group,,,checked,,checked,LeadCounsel,Firm,Plaintiff
2795-25-3537,2795-25,2795,2795-25,,, ,Gustafson Gluek PLLC,,,checked,,checked,Management,Firm,Plaintiff
2795-25-3538,2795-25,2795,2795-25,,, ,"Henninger Garrison Davis LLC
",,,checked,,checked,Management,Firm,Plaintiff
2795-25-3539,2795-25,2795,2795-25,,, ,Hellmuth & Johnson PLLC,,,checked,,checked,Management,Firm,Plaintiff
2795-25-3540,2795-25,2795,2795-25,,, ,"Roxanne Conlin &
Associates, LLC",,,checked,,checked,Management,Firm,Plaintiff
2795-25-3541,2795-25,2795,2795-25,Anderson,Carolyn,Carolyn Anderson,Zimmerman Reed LLP,1129-Carolyn G. Anderson,Carolyn G. Anderson,checked,,,,Individual,Plaintiff
2795-25-3542,2795-25,2795,2795-25,Gunmundson,Brian,Brian Gunmundson,Zimmerman Reed LLP,1001-Brian C. Gudmundson,Brian C. Gudmundson,checked,,,,Individual,Plaintiff
2795-25-3543,2795-25,2795,2795-25,Robinovitch,Hart,Hart Robinovitch,Zimmerman Reed LLP,1126-Hart L. Robinovitch,Hart L. Robinovitch,checked,,,,Individual,Plaintiff
2795-25-3544,2795-25,2795,2795-25,Geragos,Mark,Mark Geragos,"Geragos & Geragos, APC",1130-Mark J. Geragos,Mark J. Geragos,checked,,,,Individual,Plaintiff
2795-25-3545,2795-25,2795,2795-25,Feldman,Lori,Lori Feldman,"Geragos & Geragos, APC",1131-Lori G. Feldman,Lori G. Feldman,checked,,,,Individual,Plaintiff
2795-25-3546,2795-25,2795,2795-25,Meiselas,Benjamin,Benjamin Meiselas,"Geragos & Geragos, APC",1132-Benjamin J. Meiselas,Benjamin J. Meiselas,checked,,,,Individual,Plaintiff
2795-25-3547,2795-25,2795,2795-25,Mark,O'Mara,O'Mara Mark,O’Mara Law Group,543-Mark M. O'Mara,Mark M. O'Mara,checked,,,,Individual,Plaintiff
2795-25-3548,2795-25,2795,2795-25,Hedlund,Daniel,Daniel Hedlund,Gustafson Gluek PLLC.,1133-Daniel C. Hedlund,Daniel C. Hedlund,checked,,,,Individual,Plaintiff
2795-25-3549,2795-25,2795,2795-25,Looby,Michelle,Michelle Looby,Gustafson Gluek PLLC.,873-Michelle J. Looby,Michelle J. Looby,checked,,,,Individual,Plaintiff
2795-25-3550,2795-25,2795,2795-25,Blaudeau,François,François Blaudeau,"Henninger Garrison Davis LLC
",1134-François M. Blaudeau,François M. Blaudeau,checked,,,,Individual,Plaintiff
2795-25-3551,2795-25,2795,2795-25,McDonough,James,James McDonough,"Henninger Garrison Davis LLC
",1135-James F. McDonough III,James F. McDonough III,checked,,,,Individual,Plaintiff
2795-25-3552,2795-25,2795,2795-25,Hagstrom,Richard,Richard Hagstrom,Hellmuth & Johnson PLLC,1041-Richard M. Hagstrom,Richard M. Hagstrom,checked,,,,Individual,Plaintiff
2795-25-3553,2795-25,2795,2795-25,Regan,Anne,Anne Regan,Hellmuth & Johnson PLLC,1136-Anne T. Regan,Anne T. Regan,checked,,,,Individual,Plaintiff
2795-25-3554,2795-25,2795,2795-25,Conlin,Roxanne,Roxanne Conlin,"Roxanne Conlin &
Associates, LLC",899-Roxanne Conlin,Roxanne Conlin,checked,,,,Individual,Plaintiff
2795-400-3555,2795-400,2795,2795-400,,, ,"Bragar Eagel & Squire, P.C.",,,checked,,,LeadCounsel,Firm,Plaintiff
2586-14-3556,2586-14,2586,2586-14,Barnow,Ben,Ben Barnow,"Barnow and Associates, P.C.",1055-Ben Barnow,Ben Barnow,checked,,checked,LeadCounsel,Individual,Plaintiff
2586-14-3557,2586-14,2586,2586-14,Kilpela,Edwin,Edwin Kilpela,"Carlson Lynch Sweet & Kilpela, LLP",1137-Edwin J. Kilpela Jr,Edwin J. Kilpela Jr,checked,,checked,LeadCounsel,Individual,Plaintiff
2586-14-3558,2586-14,2586,2586-14,Steward,John,John Steward,"Steward Law Firm, LLC",1138-John S. Steward,John S. Steward,checked,,checked,Management,Individual,Plaintiff
2586-14-3559,2586-14,2586,2586-14,Riebel,Karen,Karen Riebel,Lockridge Grindal Nauen P.L.L.P.,1036-Karen H. Riebel,Karen H. Riebel,checked,,checked,Management,Individual,Plaintiff
2586-14-3560,2586-14,2586,2586-14,Coffman,Richard,Richard Coffman,The Coffman Law Firm,1140-Richard L. Coffman,Richard L. Coffman,checked,,checked,Management,Individual,Plaintiff
2586-14-3561,2586-14,2586,2586-14,Robinson,Aron,Aron Robinson,Law Office of Aron D. Robinson,1141-Aron D. Robinson,Aron D. Robinson,checked,,checked,Management,Individual,Plaintiff
2586-14-3562,2586-14,2586,2586-14,Driscoll,John,John Driscoll,"The Driscoll Firm, P.C.",605-John J. Driscoll,John J. Driscoll,checked,,checked,Management,Individual,Plaintiff
2586-14-3563,2586-14,2586,2586-14,McSweeney,Rhett,Rhett McSweeney,"McSweeney/Langevin, LLC",1142-Rhett A. McSweeney,Rhett A. McSweeney,checked,,checked,Communications,Individual,Plaintiff
2615-90-3565,2615-90,2615,2615-90,,, ,"Nichols Kaster, PLLP",,,checked,,checked,LeadCounsel,Firm,Plaintiff
2615-90-3566,2615-90,2615,2615-90,,, ,Glancy Binkow & Goldberg LLP,,,checked,,checked,LeadCounsel,Firm,Plaintiff
2615-90-3567,2615-90,2615,2615-90,,, ,"Kendall Law Group, LLP",,,checked,,checked,Communications,Firm,Plaintiff
2615-90-3568,2615-90,2615,2615-90,,, ,"Gottlieb &
Associates",,,checked,,checked,Communications,Firm,Plaintiff
2615-90-3569,2615-90,2615,2615-90,,, ,"Schall & Barasch, LLC",,,checked,,checked,LocalCounsel,Firm,Plaintiff
2695-24-3570,2695-24,2695,2695-24,Schlesinger,Scott,Scott Schlesinger,,1143-Scott P. Schlesinger,Scott P. Schlesinger,checked,,,LeadCounsel,Individual,Plaintiff
2695-24-3571,2695-24,2695,2695-24,Yanchunis,John,John Yanchunis,,766-John A. Yanchunis,John A. Yanchunis,checked,,,LeadCounsel,Individual,Plaintiff
2695-24-3572,2695-24,2695,2695-24,Wolchansky,Melissa,Melissa Wolchansky,,745-Melissa S. Weiner,Melissa S. Weiner,checked,,,LeadCounsel,Individual,Plaintiff
2695-24-3573,2695-24,2695,2695-24,Marker,Caleb,Caleb Marker,,1145-Caleb L. H. Marker,Caleb L. H. Marker,checked,,,Management,Individual,Plaintiff
2695-24-3574,2695-24,2695,2695-24,LaDuca,Charles,Charles LaDuca,,1146-Charles J. LaDuca,Charles J. LaDuca,checked,,,Management,Individual,Plaintiff
2695-24-3575,2695-24,2695,2695-24,Blankinship,D.,D. Blankinship,,1147-Douglas G. Blankinship,Douglas G. Blankinship,checked,,,Management,Individual,Plaintiff
2695-24-3576,2695-24,2695,2695-24,Warshaw,Danie,Danie Warshaw,,1148-Daniel L. Warshaw,Daniel L. Warshaw,checked,,,Management,Individual,Plaintiff
2695-24-3577,2695-24,2695,2695-24,Gustafson,James,James Gustafson,,1149-James W. Gustafson Jr.,James W. Gustafson Jr.,checked,,,Management,Individual,Plaintiff
2695-24-3578,2695-24,2695,2695-24,Reese,Michael,Michael Reese,,878-Michael R. Reese,Michael R. Reese,checked,,,Management,Individual,Plaintiff
2695-24-3579,2695-24,2695,2695-24,Schultz,Matt,Matt Schultz,,562-Matthew D. Schultz,Matthew D. Schultz,checked,,,Management,Individual,Plaintiff
2695-24-3580,2695-24,2695,2695-24,Marron,Ronald,Ronald Marron,,1150-Ronald A. Marron,Ronald A. Marron,checked,,,Management,Individual,Plaintiff
2695-24-3581,2695-24,2695,2695-24,McGinn,Randi,Randi McGinn,,1151-Randi McGinn,Randi McGinn,checked,,,Communications,Individual,Plaintiff
2695-24-3582,2695-24,2695,2695-24,Anderson,Erika,Erika Anderson,,1152-Erika E. Anderson,Erika E. Anderson,checked,,,"LocalCounsel,Coordination",Individual,Plaintiff
2695-24-3583,2695-24,2695,2695-24,Bienvenu,John,John Bienvenu,,1153-John C. Bienvenu,John C. Bienvenu,checked,,,"LocalCounsel,Coordination",Individual,Plaintiff
2695-24-3584,2695-24,2695,2695-24,Donatelli,Mark,Mark Donatelli,,1154-Mark H. Donatelli,Mark H. Donatelli,checked,,,"LocalCounsel,Coordination",Individual,Plaintiff
2695-24-3585,2695-24,2695,2695-24,Long,Nancy,Nancy Long,,1155-Nancy R. Long,Nancy R. Long,checked,,,"LocalCounsel,Coordination",Individual,Plaintiff
2695-24-3586,2695-24,2695,2695-24,Koluncich,Nicholas,Nicholas Koluncich,,1156-Nicholas Koluncich III,Nicholas Koluncich III,checked,,,"LocalCounsel,Coordination",Individual,Plaintiff
2695-205-3587,2695-205,2695,2695-205,Yanchunis,John,John Yanchunis,,766-John A. Yanchunis,John A. Yanchunis,,checked,,LeadCounsel,Individual,Plaintiff
2695-247-3588,2695-247,2695,2695-247,McGinn,Randi,Randi McGinn,,1151-Randi McGinn,Randi McGinn,,checked,,Communications,Individual,Plaintiff
2695-247-3589,2695-247,2695,2695-247,Long,Nancy,Nancy Long,,1155-Nancy R. Long,Nancy R. Long,checked,,,Communications,Individual,Plaintiff
2709-5-3590,2709-5,2709,2709-5,McClain,Kenneth,Kenneth McClain,"Humphrey Farrington & McClain, P.C.",1157-Kenneth B. McClain,Kenneth B. McClain,checked,,,Communications,Individual,Plaintiff
2709-5-3591,2709-5,2709,2709-5,Kanner,Allan,Allan Kanner,"Kanner & Whiteley, L.L.C.",1158-Allan Kanner,Allan Kanner,checked,,,LeadCounsel,Individual,Plaintiff
2709-228-3592,2709-228,2709,2709-228,,, ,"Kanner & Whiteley, LLC",,,checked,,,"ClassCounsel,LeadCounsel",Firm,Plaintiff
2709-228-3593,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3594,2709-228,2709,2709-228,,, ,"Milstein Adelman Jackson Fairchild
& Wade LLP",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3595,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3596,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3597,2709-228,2709,2709-228,,, ,"Ku & Mussman, P.A.",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3598,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3599,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3600,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3601,2709-228,2709,2709-228,,, ,Futscher Law PLLC,,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3602,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3603,2709-228,2709,2709-228,,, ,Law Offices of Stephen J. Nolan,,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3604,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3605,2709-228,2709,2709-228,,, ,Law Offices of John P. Zuccarini,,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3606,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3607,2709-228,2709,2709-228,,, ,"Maschka, Riedy, Ries & Frentz Law
Firm",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3608,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3609,2709-228,2709,2709-228,,, ,Simmons Hanly Conroy LLC,,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3610,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3611,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3612,2709-228,2709,2709-228,,, ,Clark Law Firm,,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3613,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3614,2709-228,2709,2709-228,,, ,Clark Law Firm,,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3615,2709-228,2709,2709-228,,, ,"Simmons Hanly
Conroy LLC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3616,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3617,2709-228,2709,2709-228,,, ,"Daniels Law Firm, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3618,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3619,2709-228,2709,2709-228,,, ,Futscher Law PLLC,,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3620,2709-228,2709,2709-228,,, ,"Humphrey, Farrington & McClain, PC",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-228-3621,2709-228,2709,2709-228,,, ,"Ademi & O’Reilly, LLP",,,checked,,,ClassCounsel,Firm,Plaintiff
2709-259-3622,2709-259,2709,2709-259,Kanner,Allan,Allan Kanner,"Kanner & Whiteley, LLC",1158-Allan Kanner,Allan Kanner,checked,,,"ClassCounsel,Settlement,LeadCounsel",Individual,Plaintiff
2709-259-3623,2709-259,2709,2709-259,St. Amant,Cynthia,Cynthia St. Amant,"Kanner & Whiteley, LLC",1159-Cynthia G. St. Amant,Cynthia G. St. Amant,checked,,,"ClassCounsel,Settlement,LeadCounsel",Individual,Plaintiff
2709-259-3624,2709-259,2709,2709-259,McClain,Kenneth,Kenneth McClain,"Humphrey Farrington & McClain, P.C.",1157-Kenneth B. McClain,Kenneth B. McClain,checked,,,"ClassCounsel,Communications,Settlement",Individual,Plaintiff
2709-259-3625,2709-259,2709,2709-259,Stanley,Kevin,Kevin Stanley,"Humphrey Farrington & McClain, P.C.",1160-Kevin D. Stanley,Kevin D. Stanley,checked,,,"ClassCounsel,Communications,Settlement",Individual,Plaintiff
2709-259-3626,2709-259,2709,2709-259,Breit,Mitchell,Mitchell Breit,Simmons Hanly Conroy,872-Mitchell Breit,Mitchell Breit,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3627,2709-259,2709,2709-259,Berezofsky,Esther,Esther Berezofsky,"Motley Rice, LLC",261-Esther E. Berezofsky,Esther E. Berezofsky,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3628,2709-259,2709,2709-259,Quirk,Michael,Michael Quirk,"Motley Rice, LLC",1161-Michel J. Quirk,Michel J. Quirk,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3629,2709-259,2709,2709-259,Wade,Gillian,Gillian Wade,Milstein Jackson Fairchild & Wade,1162-Gillian L. Wade,Gillian L. Wade,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3630,2709-259,2709,2709-259,Avila,Sara,Sara Avila,Milstein Jackson Fairchild & Wade,1163-Sara D. Avila,Sara D. Avila,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3631,2709-259,2709,2709-259,Castaneda,Marc,Marc Castaneda,Milstein Jackson Fairchild & Wade,1164-Marc A. Castaneda,Marc A. Castaneda,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3632,2709-259,2709,2709-259,Casey,M. ,M.  Casey,The Casey Law Frim,1165-Michael R. Casey,Michael R. Casey,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3633,2709-259,2709,2709-259,Futscher,David,David Futscher,Futscher Law PLLC,1166-David A. Futscher,David A. Futscher,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3634,2709-259,2709,2709-259,Nolan,Stephen,Stephen Nolan,"Smith, Gildea & Schmidt, LLC",1167-Stephen J. Nolan,Stephen J. Nolan,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3635,2709-259,2709,2709-259,Zuccarini,John,John Zuccarini,Law Offices of John P. Zuccarini,1168-John P. Zuccarini,John P. Zuccarini,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3636,2709-259,2709,2709-259,Clark,Gerald,Gerald Clark,"Clark Law Firm, P.C.",1169-Gerald H. Clark,Gerald H. Clark,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3637,2709-259,2709,2709-259,Morris,Mark,Mark Morris,"Clark Law Firm, P.C.",1170-Mark W. Morris,Mark W. Morris,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3638,2709-259,2709,2709-259,Ademi,Shpetim,Shpetim Ademi,Ademi LLP,1171-Shpetim Ademi,Shpetim Ademi,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3639,2709-259,2709,2709-259,Eldridge,Mark,Mark Eldridge,Ademi LLP,1172-Mark A. Eldridge,Mark A. Eldridge,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3640,2709-259,2709,2709-259,Chronic,Jed,Jed Chronic,"Maschka, Riedy, Ries & Frentz Law Firm",1173-George E. Chronic II,George E. Chronic II,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3641,2709-259,2709,2709-259,Eiland,A.,A. Eiland,"The Law Offices of A. Craig Eiland, P.C.",1174-Allen C. Eiland,Allen C. Eiland,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3642,2709-259,2709,2709-259,Daniels,Walter,Walter Daniels,"The Daniels Law Firm, P.C.",1175-Walter E. Daniels III,Walter E. Daniels III,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3643,2709-259,2709,2709-259,Ku,Brian,Brian Ku,"Ku & Mussman, P.A.",1176-Brian T. Ku,Brian T. Ku,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2709-259-3644,2709-259,2709,2709-259,Mussman,Louis,Louis Mussman,"Ku & Mussman, P.A.",1177-Louis I. C. Mussman,Louis I. C. Mussman,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2737-134-3645,2737-134,2737,2737-134,Vuong,Linh,Linh Vuong,Girard Gibbs LLP,1178-Linh G. Vuong,Linh G. Vuong,,checked,,Management,Individual,Plaintiff
2737-134-3646,2737-134,2737,2737-134,Girard,Daniel,Daniel Girard,Girard Gibbs LLP,1078-Daniel C. Girard,Daniel C. Girard,checked,,,Management,Individual,Plaintiff
2737-249-3647,2737-249,2737,2737-249,Laufenberg,Cari,Cari Laufenberg,Keller Rohrback L.L.P.,1179-Cari C. Laufenberg,Cari C. Laufenberg,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2737-249-3648,2737-249,2737,2737-249,Robinson,Daniel,Daniel Robinson,"Robinson Calcagnie, Inc.",375-Daniel S. Robinson,Daniel S. Robinson,checked,,,"ClassCounsel,Settlement",Individual,Plaintiff
2795-400-3649,2795-400,2795,2795-400,,, ,,,,,,,,,
2795-400-3650,2795-400,2795,2795-400,,, ,,,,,,,,,
2795-400-3651,2795-400,2795,2795-400,,, ,,,,,,,,,
2795-400-3652,2795-400,2795,2795-400,,, ,,,,,,,,,
2795-400-3653,2795-400,2795,2795-400,,, ,,,,,,,,,
2795-404-3654,2795-404,2795,2795-404,,, ,"Bragar Eagel & Squire, P.C.",,,checked,,,LeadCounsel,Firm,Plaintiff
2795-404-3655,2795-404,2795,2795-404,,, ,Leventhal PLLC,,,checked,,,Communications,Firm,Plaintiff
2795-404-3656,2795-404,2795,2795-404,,, ,"Johnson Fistel, LLP",,,checked,,,Management,Firm,Plaintiff
2795-404-3657,2795-404,2795,2795-404,,, ,Federman & Sherwood,,,checked,,,Management,Firm,Plaintiff
2795-404-3658,2795-404,2795,2795-404,,, ,"O’Bell Law Firm, LLC",,,checked,,,Management,Firm,Plaintiff
2795-404-3659,2795-404,2795,2795-404,,, ,Hynes & Hernandez LLC,,,checked,,,"Management,Communications",Firm,Plaintiff
2795-813-3660,2795-813,2795,2795-813,,, ,Bernstein Litowitz,,,checked,,,ClassCounsel,Firm,Plaintiff
2795-813-3661,2795-813,2795,2795-813,,, ,Stoll Berne,,,checked,,,ClassCounsel,Firm,Plaintiff
2779-61-3662,2779-61,2779,2779-61,Seeger,Christopher,Christopher Seeger,Seeger Weiss,130-Christopher A. Seeger,Christopher A. Seeger,checked,,,LeadCounsel,Individual,Plaintiff
2779-61-3663,2779-61,2779,2779-61,Moskowtiz,Adam,Adam Moskowtiz,Kozyak Tropin & Throckmorton,1180-Adam M. Moskowitz,Adam M. Moskowitz,checked,,,LeadCounsel,Individual,Plaintiff
2779-61-3664,2779-61,2779,2779-61,Cecchi,James,James Cecchi,"Carella, Byrne, Cecchi, Olstein, Brody & Agnello",176-James E. Cecchi,James E. Cecchi,checked,,,Communications,Individual,Plaintiff
2779-61-3665,2779-61,2779,2779-61,Bathgate,Lawrence,Lawrence Bathgate,"Bathgate Wegener & Wolf, P.C.",1181-Lawrence E. Bathgate II,Lawrence E. Bathgate II,checked,,,Management,Individual,Plaintiff
2779-61-3666,2779-61,2779,2779-61,Berman,Steve,Steve Berman,Hagens Berman Sobol Shapiro,329-Steve W. Berman,Steve W. Berman,checked,,,LeadCounsel,Individual,Plaintiff
2779-61-3667,2779-61,2779,2779-61,Berman,Steve,Steve Berman,Hagens Berman Sobol Shapiro,329-Steve W. Berman,Steve W. Berman,checked,,,Management,Individual,Plaintiff
2779-61-3668,2779-61,2779,2779-61,Bryson,Daniel,Daniel Bryson,Whitfield Bryson & Mason,157-Daniel K. Bryson,Daniel K. Bryson,checked,,,Management,Individual,Plaintiff
2779-61-3669,2779-61,2779,2779-61,Dearman,Mark,Mark Dearman,Robbins Geller Rudman & Dowd LLP,1046-Mark J. Dearman,Mark J. Dearman,checked,,,Management,Individual,Plaintiff
2779-61-3670,2779-61,2779,2779-61,Robertson,Alexander,Alexander Robertson,Robertson & Associates,1182-Alexander Robertson IV,Alexander Robertson IV,checked,,,Management,Individual,Plaintiff
2779-61-3671,2779-61,2779,2779-61,Critchley,Michael,Michael Critchley,"Critchley, Kinum & DeNoia, LLC",1183-Michael D. Critchley Sr,Michael D. Critchley Sr,checked,,,Management,Individual,Plaintiff
2779-61-3672,2779-61,2779,2779-61,Kalik,Lance,Lance Kalik,"Riker, Danzig, Scherer, Hyland & Perretti, LLP",1184-Lance J. Kalik,Lance J. Kalik,checked,,,Management,Individual,Plaintiff
2779-61-3673,2779-61,2779,2779-61,Gudmundson,Brian,Brian Gudmundson,Zimmerman Reed LLP,1001-Brian C. Gudmundson,Brian C. Gudmundson,checked,,,Management,Individual,Plaintiff
2020-236-3674,2020-236,2020,2020-236,,, ,Pomerantz Haudek Block Grossman & Gross LLP,,,checked,,,"Management,LeadCounsel",Firm,Plaintiff
2020-236-3675,2020-236,2020,2020-236,,, ,"Carella, Byrne, Bain, Gilfillan, Cecchi, Stewart & Olstein, PC",,,checked,,,"Management,Settlement",Firm,Plaintiff
2020-236-3676,2020-236,2020,2020-236,,, ,"Wilentz, Goldman & Spitzer P.A.",,,checked,,,Management,Firm,Plaintiff
2020-236-3677,2020-236,2020,2020-236,,, ,"Whatley Drake & Kallas LLC, Seeger Weiss LLP",,,checked,,,Management,Firm,Plaintiff
2020-236-3678,2020-236,2020,2020-236,,, ,"Bonnett Fairbourn
Friedman & Balint, P.C.",,,checked,,,Management,Firm,Plaintiff
2020-236-3679,2020-236,2020,2020-236,,, ,Scott + Scott LLP,,,checked,,,Management,Firm,Plaintiff
2020-898-3680,2020-898,2020,2020-898,Cecchi,James,James Cecchi,,176-James E. Cecchi,James E. Cecchi,checked,,,"Settlement,ClassCounsel",Individual,Plaintiff
2020-898-3681,2020-898,2020,2020-898,Hufford,D.,D. Hufford,,1185-Donn B. Hufford,Donn B. Hufford,checked,,,"Settlement,ClassCounsel",Individual,Plaintiff
